file_id,cdr_lenth,psh,ppc,pnc,SFvCSP
certolizumab_model,45,182.04749102382954,0.0,0.0,0
cetuximab_model,46,166.51769282982494,0.019735573234291377,0.0,0.0
clazakizumab_model,50,229.80217502130972,0.021397900131154002,1.7071431495582334,-3
cixutumumab_model,59,352.92494135962977,1.1582899796034187,0.2839328199425571,-2.09
codrituzumab_model,48,178.97804939329183,0.21994757732676956,0.5333144781734911,0.0
coltuximab_model,44,198.93309089726387,0.5220024737768625,0.2924190083025639,0.2100000000000002
concizumab_model,54,228.98048997925298,0.18571418386225602,1.935928260485709,0.9
crenezumab_model,45,217.64988007135673,0.07692483977716943,0.025790593753298674,-1.2000000000000002
crizanlizumab_model,53,210.14046307109396,0.0,1.6678286395373643,-0.0
daclizumab_model,42,183.50355473128846,0.13448480746275862,0.582238032854673,2.0
dacetuzumab_model,47,202.71541926738303,0.04135733916178351,0.0,8.4
dalotuzumab_model,50,213.01633576693513,0.17381525797141728,0.0,9.600000000000001
dectrekumab_model,49,236.59206765399657,0.09675546739253593,0.29449591727324875,0.0
daratumumab_model,49,186.96676939948918,0.1016063265402964,0.017833181284665673,2
denosumab_model,50,180.9085155419711,0.2369151037943092,0.03262039528481601,3
depatuxizumab_model,43,148.7616405946544,0.0618113942399005,0.5461297496913016,-9.0
dinutuximab_model,46,224.56403082874817,0.13611118686492926,0.0,0.2400000000000002
domagrozumab_model,43,174.85635295121557,0.08382091361348308,0.028016534234947564,3.1
drozitumab_model,50,247.89640890062162,0.20398724833750814,1.252829449514366,-5.8
durvalumab_model,50,175.70427752580406,0.5215334142968915,0.32215760535184973,1
duligotuzumab_model,48,246.90302028678514,0.0,1.5393464464867508,4.0
dusigitumab_model,52,169.13253933366252,0.0619624508304306,0.0,4.2
dupilumab_model,58,195.48690178253477,0.6177536231507086,0.0,0
eculizumab_model,50,240.81377023993414,0.0,0.137045298917703,1
eldelumab_model,53,287.6916200471866,0.08804628676013145,0.39172032337938556,2.0
efalizumab_model,48,158.74079425637672,0.11352116932901465,0.24358305141266093,0.7999999999999998
elotuzumab_model,46,164.84379365543387,0.12417328526281646,0.0,0.0
enfortumab_model,44,295.0759647089591,0.04221060663342811,0.0455165973714195,-2
emapalumab_model,53,186.35523238404278,0.042848348403032754,1.2081567083811364,-2.09
emibetuzumab_model,43,170.3118547304917,1.1448825838328596,0.0,4.0
ensituximab_model,39,236.70650918941874,0.8813224500727633,0.0,4.2
enokizumab_model,49,216.4992980503011,0.0003757778879063639,0.7061682701804641,-2.2
eptinezumab_model,44,187.88059544652572,0.0,0.06128595180431056,-0.0
epratuzumab_model,48,174.29313885864002,0.10852648646360868,0.7057838255353868,0.0
etaracizumab_model,44,199.51292375406325,0.1986504960833036,0.0,2.1
erenumab_model,60,207.4692228310215,1.4961615392238683,0.0,12.299999999999999
etrolizumab_model,45,167.197096488205,0.019004791311045613,1.3256250658342421,2.0
evinacumab_model,53,184.6611800887461,0.14527580956699082,1.2116472353162193,-2
evolocumab_model,45,182.11302195054986,0.0,0.0,2.2
farletuzumab_model,49,199.15356360918742,0.0,1.407079634743666,-2.0
fasinumab_model,47,249.08979593614959,0.0,2.2869522217989426,-12.0
fezakinumab_model,53,198.33734194561356,0.0,0.5039152464194627,-0.09000000000000007
ficlatuzumab_model,45,154.71396719675724,0.0302338494098458,0.15291240542735907,-4.2
fletikumab_model,54,185.93727967761478,0.0,0.12774359640737226,0.10000000000000009
foralumab_model,46,187.36873517815746,1.0516935858502292,0.0,5.0
foravirumab_model,46,196.64690620764117,0.06511849461957103,0.1359934031659874,6.0
figitumumab_model,52,216.79797000940596,0.8557741425867766,0.04059367760680551,-6.2
fremanezumab_model,49,186.77653619960608,1.3018426624566803,0.19282680169820812,-2.6999999999999997
fresolimumab_model,48,163.17913273944401,0.0,0.7307398410721938,-2
fulranumab_model,50,195.37332080355242,0.6737243436495017,0.03612629097506583,1.2000000000000002
galcanezumab_model,46,166.8670846923017,0.025166716589701772,0.12318197209242415,2.1
futuximab_model,50,153.39790649844514,0.017834142528231733,0.8597874872154995,1.7999999999999998
galiximab_model,58,252.46068971916606,1.1216588042003464,0.1772463659308967,0.0
ganitumab_model,52,184.74056122998974,0.12678639945963338,0.0,-3.28
gantenerumab_model,54,239.20583876386402,1.2335945638920716,0.0367249312281398,6.1
gedivumab_model,54,218.7551225613292,0.031781583701839526,0.0,-4.1
gemtuzumab_model,48,166.94457835100468,0.0,0.17867326160482394,-1.0
gevokizumab_model,47,178.94420223847297,0.0485188654747409,1.471901123841083,6.2
girentuximab_model,46,171.51991631352183,0.11620588293950189,0.022318891115522044,4.0
guselkumab_model,49,167.47571769425537,1.1737374851062095,0.0,0.0
glembatumumab_model,47,192.34429471750198,0.03493229218400511,0.02086261919749669,2.2
golimumab_model,54,203.55421504335717,1.2477501734817362,0.0,0.0
ianalumab_model,52,209.69603627540874,0.3170066670554468,0.0,6
ibalizumab_model,54,195.82469325166096,0.0,0.23448460164194224,-4.0
icrucumab_model,54,227.06898449251943,0.139396328777737,0.0,4.6
idarucizumab_model,54,206.18512881011412,0.04649845742724589,0.0,8.8
inclacumab_model,51,200.70731245058963,0.020880761335478212,0.037921535758629735,4.0
imgatuzumab_model,46,168.28492790313652,0.04601982911013262,0.0,4.2
indatuximab_model,49,211.6727302626342,0.0,0.02304284827518221,-0.30000000000000027
infliximab_model,47,176.8963325511048,0.1738585154189164,0.0,0.7200000000000001
indusatumab_model,46,166.05096007607773,0.3577037516091753,0.0,21.0
inebilizumab_model,52,211.04464406138513,0.13987296146089181,0.5022733370188462,-2.9
inotuzumab_model,54,195.93938159959626,0.68245245138891,0.0,3.6000000000000005
intetumumab_model,47,202.63117874158854,0.42705492950552526,0.019739777093425153,5.0
iratumumab_model,39,152.4034063018339,0.0,0.0,2.1
isatuximab_model,47,152.63684739258383,0.6606158327199189,0.24937126297967618,-0.9900000000000001
ipilimumab_model,47,176.65487239877996,0.11546007820708148,0.019358381352350202,6.0
itolizumab_model,46,185.3743696315558,0.4345927641273451,0.4450738277357104,3.3000000000000003
ixekizumab_model,52,173.92487617914873,0.09486091331727343,0.6178857078954676,-9.360000000000001
lacnotuzumab_model,45,172.73171810324232,0.023737319080643964,0.30239989121319266,-0.30000000000000027
lampalizumab_model,42,176.68097611440794,0.021612148434636488,3.0124411626726,3
lanadelumab_model,49,193.05509938975388,1.1489901708115455,0.09354747310903007,6.300000000000001
landogrozumab_model,41,199.66489913875728,0.11704234285573697,0.01936900656873738,0.19999999999999996
lebrikizumab_model,49,186.08483707550772,0.043913919468622,1.7626982849408772,-8.0
lenzilumab_model,46,181.73358663347676,0.1589568972431041,0.0,18.0
lifastuzumab_model,53,211.00177587084553,0.07148786848746702,0.10428263834705517,0.6200000000000003
lintuzumab_model,48,178.6550436275087,0.0,0.8709129307586343,0.0
ligelizumab_model,50,197.35771887581245,0.0,0.0,-0.0
lodelcizumab_model,44,178.86334480453115,0.022049191707924014,0.28563115293261615,3.3000000000000003
lirilumab_model,50,218.56935103938662,0.0,0.2927512915120684,-4
lorvatuzumab_model,51,220.74938842607133,1.3942255522957065,0.04365763773718674,9.1
lumiliximab_model,45,195.7228630655946,0.2680734711579338,0.0964111178211832,-3
margetuximab_model,47,146.34039607115287,0.2308238609077858,0.10802195568431557,-3.3
matuzumab_model,47,212.7862729066662,0.06355058754725469,0.5124188487853867,-0.8800000000000001
mavrilimumab_model,52,231.48303886434906,1.271832805376224,2.3026060125239645,-0.4900000000000005
mirikizumab_model,42,158.48007793445169,0.3153926125121735,0.3053759455441168,3.3000000000000003
mirvetuximab_model,49,178.11577924733194,0.033959697627375246,0.28428735852046694,1.3200000000000003
mepolizumab_model,52,234.11327736297264,0.07405588148179136,0.0,0.29999999999999993
modotuximab_model,51,202.04871934307147,0.0,1.8942533572389995,-0.20000000000000018
mogamulizumab_model,52,229.324108316626,0.22001545958397628,0.03279514866948355,2.3100000000000005
motavizumab_model,46,184.94288393997027,0.07959816304957905,0.0,4.2
muromonab_model,45,190.95142321060752,0.7300093609597784,1.1642197041308724,6.510000000000001
natalizumab_model,50,155.53287869688873,0.2324768708082088,0.31492062420079614,4.0
necitumumab_model,48,239.55627884237884,0.0,0.044631329684330555,0.0
nivolumab_model,40,156.29517196860257,1.3079442047029048,1.922013487170021,2.1
nimotuzumab_model,56,211.75772662134358,0.15394917283834064,2.634342930865771,-4.2
obiltoxaximab_model,46,165.30673198448,0.1451973030305123,0.1863453965094913,4
ocrelizumab_model,49,170.34732342843034,0.0,0.0,6.2
obinutuzumab_model,52,204.94261005461652,0.050246525061035524,0.31788654140143746,-0.8999999999999999
ofatumumab_model,49,211.67089323262144,0.04125884931420902,0.025836792232536522,0.0
olendalizumab_model,51,194.4131268241635,0.008660019488493763,1.6225935120672306,-2.2
olaratumab_model,54,201.30540795153104,0.0,0.6302287058629572,0
olokizumab_model,47,192.35254300036803,0.10047005730408069,0.12598239160819213,0.9
omalizumab_model,52,182.44859915380297,0.04694704956393357,2.3914449642172815,-3.19
onartuzumab_model,53,196.4820188098078,0.020827651654125194,0.4197969309753866,0.0
ontuxizumab_model,52,263.33007503951643,0.03240817586910462,2.502535958658804,-16.0
opicinumab_model,46,168.55460624811195,0.032680783987106984,0.8142040223713016,-5
orticumab_model,52,171.73904950911975,0.22215297320861965,0.0,4.2
otlertuzumab_model,44,142.86446107052956,0.0,0.2705734534146319,-8.0
ozanezumab_model,45,182.0155533589127,0.0634021761363711,0.023829143696691726,6.0
otelixizumab_model,48,183.96902975748318,1.368299816454051,2.3055196566580554,-19.6
palivizumab_model,46,234.36744664880072,1.2042330128374277,1.2850470626781343,6.0
pamrevlumab_model,47,169.8471293964472,0.019575358627410413,0.03715048205242267,2.2
panitumumab_model,46,190.4561650670853,0.0,0.178450567506388,-5.89
panobacumab_model,48,206.72017357166604,0.17483299742970998,0.04077531983146044,4.2
pateclizumab_model,46,153.76841733635516,0.2522462125503566,0.06599499125805956,6.2
patritumab_model,50,178.77136221632657,0.0,0.16945617940030863,-5.1
parsatuzumab_model,56,219.29370863770998,0.36887307379487155,0.7695857565264469,0.8400000000000007
pembrolizumab_model,51,173.87122047205213,0.06641426116297904,0.05968600158009488,1.0
pertuzumab_model,46,182.6605134449462,0.0,0.0,6
pidilizumab_model,43,171.21594051039042,0.0,0.07787494759848554,-8.0
plozalizumab_model,49,216.05397933734017,0.16728582438884815,0.740915004927502,1.1
pinatuzumab_model,53,202.39132002258052,0.037301402754330054,0.2425910895327816,4.1
polatuzumab_model,49,204.79287079611862,0.0,1.8465224139615288,-6
pritoxaximab_model,49,197.37822334334396,0.11319588505250106,0.061598875599804516,-0.18000000000000013
ponezumab_model,48,267.4803890301168,0.3566284626487508,0.03739729809162607,4.41
quilizumab_model,50,196.9031565089167,0.0,0.2610464228829992,-12.299999999999999
racotumomab_model,48,178.3052097576637,0.06445535387123996,0.06745997832462895,0.20000000000000018
rafivirumab_model,60,301.7664360742656,1.2415328887311259,0.49741465437451754,0.0
radretumab_model,45,186.14582528246586,0.05305069619439178,0.019311270756621073,0
ramucirumab_model,43,203.22240467282847,0.04019246227107449,0.1381737959124038,4
ranibizumab_model,51,222.69521311167676,0.0,0.06780183862431237,-0.08000000000000007
ravulizumab_model,50,210.82715464775828,0.009308785923934842,0.36580563111931164,1.7999999999999998
reslizumab_model,44,157.0997074644275,0.020162579046247592,0.09821314915305535,0
refanezumab_model,58,302.3690599058766,0.0024242563956690297,0.07007295276575617,-2.2
rilotumumab_model,48,186.58854343983887,0.0,0.020203441612701687,4
risankizumab_model,47,146.86866929750505,0.208380643941211,1.1518560193928689,0.0
rituximab_model,47,183.33806964234896,0.0,0.0,3.0
robatumumab_model,45,177.0166403955431,0.1399753080297726,0.027799746164517934,6.300000000000001
roledumab_model,53,252.77782136801932,0.5868823525186648,1.3244945937189079,8.2
romosozumab_model,50,196.42301544427988,0.0,3.3095539827214053,-4.0
rontalizumab_model,49,188.12972919985387,0.8840527665648853,0.32310366038689164,0.0
rozanolixizumab_model,49,209.56643500055955,0.022529596947954016,0.6757329033703859,0.0
rovalpituzumab_model,45,161.82471544254224,0.0,0.21978887599813623,-4
satralizumab_model,46,166.49005652478294,0.06173496875746715,0.017836698844422072,2.6600000000000006
sacituzumab_model,48,181.54402612483997,0.031174834147135656,0.07855331024292764,4.2
sarilumab_model,43,177.45749045127894,0.0,1.1675657570961167,-4.0
seribantumab_model,51,260.06472777687515,0.005525582576995622,0.0,-0.99
setrusumab_model,49,195.52051131713904,0.1656046949729041,0.3906630364172109,-6.38
setoxaximab_model,52,171.66431167124026,0.1015803031646553,0.10232199333965329,-4
secukinumab_model,55,211.08134119390795,0.07727609199445742,0.1308348341328054,0.19999999999999996
siltuximab_model,45,226.8546915623218,0.0,0.0,-2
simtuzumab_model,49,204.89369238850594,0.0004641595326545604,0.025663599414381115,3.6000000000000005
sifalimumab_model,45,180.30029848260986,0.0,0.0,3
sirukumab_model,45,224.2995083407631,0.0,0.0,0
solanezumab_model,45,189.8425137003074,0.054888826638812366,0.0,0.0
spartalizumab_model,50,184.587339974775,0.0,0.7064066929845612,-0.10000000000000009
suvratoxumab_model,49,200.0882691319468,0.061628299787851254,0.15430183530949948,0.4000000000000002
tabalumab_model,50,210.76851779513925,0.07122582397171037,0.09976027835806922,6.300000000000001
tarextumab_model,43,168.59245906609382,0.07364697959096791,0.033417547789723646,8
tanezumab_model,48,210.1271683479987,0.03474177048110381,0.0,4.4
teplizumab_model,45,190.8394519494875,1.004502625670141,1.5635210240266342,8.2
teprotumumab_model,47,183.00002984330337,1.4312096506921068,0.0,6.0
tesidolumab_model,45,199.18977831148277,0.03722982036142351,2.2006550785153447,9
tezepelumab_model,51,179.9081793018682,0.3429367250319165,1.5229926192273513,-3.19
timolumab_model,44,191.0179704909157,0.04372773311984372,0.056517844692865686,0.0
tildrakizumab_model,44,170.31261808463717,0.0,0.21048549365931807,0.0
tigatuzumab_model,45,189.50179987244545,0.4871391327053806,0.03099754799435681,2.1
tislelizumab_model,45,170.04190560086272,0.14238674700500104,0.0474310815712773,-2.7
tisotumab_model,45,187.0567443733082,0.020258378045803143,0.0468986054375961,0
tocilizumab_model,46,194.8416527810714,0.08666220048436943,0.0,12.709999999999999
tomuzotuximab_model,46,165.91529586336293,0.019793292059694774,0.0,0.0
tovetumab_model,48,238.07032249578347,0.09422744352116971,0.08245618731903656,6.2
trastuzumab_model,48,168.3370461345958,0.24954878881720094,0.0,6.2
tralokinumab_model,51,242.0999680191133,0.0,1.68642761603471,-2.0
tremelimumab_model,52,270.7682174561371,0.024650196004981063,0.07476803540291213,3.0
tregalizumab_model,56,487.1002592584093,0.22095268714503075,1.8753608988550012,0.0
trevogrumab_model,47,227.99191915541138,0.04323923036236977,0.28845974681636544,0
ublituximab_model,44,294.131053374876,0.0,0.0,12.4
ustekinumab_model,46,168.49816128193038,1.2373757347695227,0.0,6
urelumab_model,50,172.31230085032263,0.0,0.0,-1.1
varlilumab_model,46,162.48192086134912,0.11978390580168821,0.09810593432827835,6.0
utomilumab_model,45,153.23769631952976,0.14927828757130157,0.13602364767029365,-3.0
vadastuximab_model,44,154.95972339289213,0.15743735520904245,3.8204031625034247,0
vatelizumab_model,45,189.4243784546323,0.7602781794647031,0.04036587429003544,0.0
vedolizumab_model,54,206.27474377054259,0.00942735098404087,0.5749051131014415,-2.2
veltuzumab_model,47,197.63253268873365,0.0,0.0,3.0
vonlerolizumab_model,44,154.59516902300186,0.19447965097842976,0.186039492394517,0.0
visilizumab_model,46,186.10983400994985,0.9113880035809465,0.18898587286160623,4.2
zanolimumab_model,42,149.75717739507388,0.0,0.0,8.61
zalutumumab_model,52,187.84613388113019,0.15339444391229365,2.3855026318155828,-5.0
zolbetuximab_model,51,181.76212336304857,0.0,0.0,3
